;id;chain;velocity;data_len;vs_len;mean_bias;mean_uncrt;swot_mean_bias;swot_mean_uncrt;rmse_c;rmse_s;rmse_n;rmse_r;rmse_sc;rmse_ss;rmse_sn;rmse_sr;nse_c;nse_s;nse_n;nse_r;nse_sc;nse_ss;nse_sn;nse_sr;x;y
21;41865;598357.646958985;0.8333333333333334;340;7;0.15062289624969252;0.082413698630137;0.13661929065605571;0.08238235294117649;0.472;0.525;0.457;0.502;0.41;0.458;0.38;0.503;0.825;0.783;0.838;0.805;0.868;0.835;0.888;0.804;8.4505;49.324
22;41891;636723.4951453801;0.8333333333333334;245;5;0.1990588801096544;0.09015185185185187;0.18484315045194777;0.09089795918367348;0.61;0.578;0.435;0.406;0.617;0.801;0.397;0.406;0.605;0.645;0.804;0.829;0.596;0.32;0.837;0.829;8.3056;49.0423
23;41892;574142.9765573984;0.8333333333333334;482;9;0.13661739059058842;0.09380377358490567;0.12408888466806359;0.09585062240663901;0.306;0.342;0.296;0.345;0.276;0.352;0.305;0.345;0.927;0.908;0.932;0.907;0.94;0.902;0.928;0.907;8.4547;49.4824
24;41893;555161.3104702845;0.8333333333333334;625;11;0.12239680796723575;0.09079643387815751;0.11165061498214662;0.09214400000000002;0.296;0.287;0.281;0.339;0.287;0.32;0.281;0.339;0.933;0.937;0.94;0.913;0.937;0.921;0.94;0.913;8.3784;49.6366
25;41895;518728.8377065484;0.8333333333333334;622;11;0.09394679386887178;0.080928046989721;0.08484254577844988;0.0837781350482315;0.24;0.299;0.238;0.31;0.294;0.395;0.289;0.31;0.957;0.933;0.958;0.929;0.935;0.883;0.938;0.929;8.3563;49.8648
26;41897;478239.2477053198;0.8333333333333334;480;12;0.09914875072867503;0.07378098471986418;0.08293719040587538;0.0774375;0.374;0.36;0.214;0.271;0.447;0.54;0.261;0.272;0.77;0.787;0.926;0.881;0.669;0.516;0.89;0.88;8.0022;49.9892
27;41899;448733.0573867012;0.8333333333333334;323;12;0.10863322399431187;0.06020869565217392;0.09129067733112896;0.0668421052631579;0.361;0.377;0.341;0.636;0.396;0.514;0.397;0.637;0.899;0.89;0.911;0.691;0.877;0.793;0.88;0.69;7.7233;50.1131
28;41900;439615.0889590909;0.8333333333333334;295;12;0.13276484916961226;0.07344562899786782;0.1142216084799279;0.07098305084745764;0.328;0.315;0.283;0.533;0.349;0.454;0.501;0.534;0.923;0.929;0.944;0.801;0.912;0.851;0.824;0.801;7.6803;50.1702
29;41903;361011.36655822257;0.8333333333333334;489;15;0.17198424735705667;0.09741158989598812;0.14040358754562765;0.09905930470347649;0.392;0.374;0.392;0.48;0.512;0.701;0.492;0.481;0.909;0.918;0.909;0.864;0.846;0.711;0.858;0.864;7.2126;50.6159
30;41904;344723.1882694637;0.8333333333333334;546;15;0.16283064621395535;0.09795616438356165;0.13155052676179008;0.09961538461538462;0.377;0.39;0.364;0.582;0.48;0.77;0.481;0.582;0.916;0.91;0.922;0.8;0.864;0.651;0.864;0.8;7.1106;50.7364
31;41905;185542.2744992548;0.8333333333333334;798;12;0.0984712534034803;0.05973094688221709;0.09042978338701176;0.05795739348370927;0.376;0.422;0.331;0.405;0.358;0.337;0.356;0.405;0.949;0.936;0.961;0.941;0.954;0.959;0.954;0.941;6.6041;51.6472
32;41931;255202.3656464955;0.8333333333333334;610;10;0.11207742050460717;0.08684815950920245;0.10446445168718545;0.0777049180327869;0.404;0.505;0.379;0.419;0.419;0.593;0.4;0.42;0.928;0.887;0.936;0.922;0.922;0.844;0.929;0.922;6.7681;51.2277
