;id;DS.chainage;velocity;len(DS.densified_wl_by_regr_itpd);len(DS.upstream_adjacent_vs);mean_bias;mean_uncrt;mean_rmse_sum;rmse_reg;rmse_raw;rmse_cval;rmse_daily;rmse_srd;nse_reg;nse_raw;nse_cval;nse_daily;nse_srd
1339;41866;234513,3393847275;1,56;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1552;0,1669;0,0355;0,0975;0,0618;0,9671;0,962;0,9983;0,9869;0,9946
1340;41866;234513,3393847275;1,6;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1553;0,1669;0,0348;0,0977;0,0618;0,9671;0,962;0,9983;0,9869;0,9946
1341;41866;234513,3393847275;1,64;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1553;0,1669;0,0348;0,0977;0,0618;0,9671;0,962;0,9984;0,987;0,9946
1342;41866;234513,3393847275;1,68;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1553;0,1669;0,0348;0,0977;0,0618;0,9671;0,962;0,9984;0,987;0,9946
1343;41866;234513,3393847275;1,72;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1553;0,1669;0,0348;0,0979;0,0618;0,9671;0,962;0,9984;0,987;0,9946
1344;41866;234513,3393847275;1,76;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1437;0,1669;0,0348;0,0973;0,0618;0,9718;0,962;0,9983;0,9871;0,9946
1345;41866;234513,3393847275;1,8;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1437;0,1669;0,0348;0,0973;0,0618;0,9718;0,962;0,9983;0,9871;0,9946
1346;41866;234513,3393847275;1,84;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1437;0,1669;0,0349;0,0973;0,0618;0,9718;0,962;0,9983;0,9871;0,9946
1347;41866;234513,3393847275;1,88;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1437;0,1669;0,0349;0,0973;0,0618;0,9718;0,962;0,9983;0,9871;0,9946
1348;41866;234513,3393847275;1,92;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1433;0,1669;0,0351;0,0973;0,0618;0,972;0,962;0,9983;0,9872;0,9946
1349;41866;234513,3393847275;1,96;531;20;0,08510160891938551;0,11403614457831325;0,16675314591700133;0,1418;0,1669;0,0345;0,0934;0,0618;0,9726;0,962;0,9984;0,9882;0,9946
1350;42224;286057,9769483367;0,2;546;20;0,12065924241541683;0,12279649122807018;0,408622245614035;0,2509;0,2291;0,2413;0,264;0,1046;0,9334;0,9445;0,9413;0,9266;0,989
1351;42224;286057,9769483367;0,24;544;20;0,1200728496867552;0,12296905766526021;0,40785436005625875;0,2484;0,2284;0,1664;0,2542;0,1038;0,9346;0,9448;0,9721;0,9329;0,9891
1352;42224;286057,9769483367;0,28;542;20;0,11933124360185103;0,12243966125617503;0,40605525758645017;0,2119;0,2277;0,1157;0,2113;0,1033;0,9525;0,9451;0,9867;0,9543;0,9893
1353;42224;286057,9769483367;0,32;540;20;0,11901811546483816;0,12234346289752651;0,40622593639575966;0,2161;0,2277;0,1177;0,2092;0,1033;0,9506;0,9451;0,9862;0,9553;0,9893
